sequence,dimension,n,mode,scramble,implementation,backend,order,repetition_seeds,setup_seconds,first_call_seconds,samples_seconds,median_seconds,q25_seconds,q75_seconds
sobol,5,131072,fresh,True,jax,gpu,2,"[1087889576, 2437443781, 1330052380, 728987073, 2139437461, 3589401356, 3304334268]",0.006185582000171053,1.8712635389999832,"[0.00037728500001321663, 0.0003972859999521461, 0.00038446400003522285, 0.00038889699999344884, 0.0003789190000134113, 0.00038701700009369233, 0.00039731799984110694]",0.00038701700009369233,0.00038169150002431707,0.00039309149997279746
sobol,10,128,fresh,True,jax,cpu,0,"[475793453, 817416026, 4057445012, 1127459128, 4070705391, 2353693705, 2537350025]",0.0048748949998298485,0.5015761690001455,"[0.00017965999995794846, 0.00019909200000256533, 0.00017904899982568168, 0.0001628749998872081, 0.00015914200002953294, 0.00015558899985990138, 0.00015422199999193253]",0.0001628749998872081,0.00015736549994471716,0.00017935449989181507
sobol,10,128,fresh,True,jax,gpu,1,"[475793453, 817416026, 4057445012, 1127459128, 4070705391, 2353693705, 2537350025]",0.004651712999930169,1.6364987120000478,"[0.00017522600001029787, 0.00025029900007211836, 0.00017294199983552971, 0.0001569510000081209, 0.00018165900019084802, 0.00018098800001098425, 0.00017651799998930073]",0.00017651799998930073,0.0001740839999229138,0.00018132350010091614
sobol,10,128,fresh,True,scipy,cpu,2,"[475793453, 817416026, 4057445012, 1127459128, 4070705391, 2353693705, 2537350025]",0.0030428940001456795,0.002023495000003095,"[0.0010007859998495405, 0.0009882709998692008, 0.000979755999878762, 0.0009778700000424578, 0.000977463000026546, 0.0009805930001220986, 0.0009829860000536428]",0.0009805930001220986,0.0009788129999606099,0.0009856284999614218
sobol,10,512,fresh,True,jax,gpu,0,"[3160152172, 3039562287, 1595595560, 211948776, 1471592930, 4084269565, 1624824724]",0.00021883799990973785,1.590486404999865,"[0.0001656290000937588, 0.0001675789999353583, 0.0001527940000869421, 0.0002009840000027907, 0.00021019100017838355, 0.00020329199992374924, 0.0001737080001475988]",0.0001737080001475988,0.00016660400001455855,0.00020213799996326998
sobol,10,512,fresh,True,scipy,cpu,1,"[3160152172, 3039562287, 1595595560, 211948776, 1471592930, 4084269565, 1624824724]",0.0028208199998971395,0.0023416449998876487,"[0.0010046840000086377, 0.0009994109998388012, 0.0009852270000010321, 0.000988361000054283, 0.0009843919999639184, 0.0009881480000331067, 0.0010108480000781128]",0.000988361000054283,0.0009866875000170694,0.0010020474999237194
sobol,10,512,fresh,True,jax,cpu,2,"[3160152172, 3039562287, 1595595560, 211948776, 1471592930, 4084269565, 1624824724]",0.0002295399999638903,0.4995535610000843,"[0.00018547899981058436, 0.00015806999999767868, 0.00015459399992323597, 0.00015378000011878612, 0.00013901000011173892, 0.00013245500008451927, 0.00013652000006914022]",0.00015378000011878612,0.00013776500009043957,0.00015633199996045732
sobol,10,2048,fresh,True,scipy,cpu,0,"[3533327698, 2045625403, 3256368197, 3034577906, 2825406555, 1768427340, 3597183587]",0.004758458000196697,0.003200303000085114,"[0.0010279570001330285, 0.0011359760001141694, 0.0010309820002021297, 0.0010435400001824746, 0.0010344249999434396, 0.001024879999931727, 0.0010237280000637838]",0.0010309820002021297,0.0010264185000323778,0.0010389825000629571
sobol,10,2048,fresh,True,jax,cpu,1,"[3533327698, 2045625403, 3256368197, 3034577906, 2825406555, 1768427340, 3597183587]",0.00022143900014270912,0.5299924490000194,"[0.0002411980001397751, 0.0002321380000012141, 0.00024487300015607616, 0.00021700599995710945, 0.00020148900011918158, 0.00022315100000014354, 0.0002100599999721453]",0.00022315100000014354,0.00021353299996462738,0.0002366680000704946
sobol,10,2048,fresh,True,jax,gpu,2,"[3533327698, 2045625403, 3256368197, 3034577906, 2825406555, 1768427340, 3597183587]",0.006377163000024666,1.6981177670002126,"[0.00022114199987299799, 0.00025076399992940424, 0.00021131500011506432, 0.00020651299996643502, 0.00020091300007152313, 0.00020174800010863692, 0.0001953510000021197]",0.00020651299996643502,0.00020133050009008002,0.00021622849999403115
sobol,10,8192,fresh,True,jax,cpu,0,"[980504211, 1728321432, 2542795722, 3190877989, 3507217172, 2601700663, 3789280076]",0.003699948000075892,0.5966033380000226,"[0.0004697460001352738, 0.0004946220001329493, 0.00047425499997189036, 0.0004680360000293149, 0.00047463999999308726, 0.00047242699997696036, 0.0004729600000246137]",0.0004729600000246137,0.0004710865000561171,0.0004744474999824888
sobol,10,8192,fresh,True,jax,gpu,1,"[980504211, 1728321432, 2542795722, 3190877989, 3507217172, 2601700663, 3789280076]",0.005291864000128044,1.4843095349999658,"[0.000243356000055428, 0.0002529230000618554, 0.000291441000172199, 0.00032992100000228675, 0.00027149099992129777, 0.0002538290000302368, 0.00024732299993956985]",0.0002538290000302368,0.00025012300000071264,0.0002814660000467484
sobol,10,8192,fresh,True,scipy,cpu,2,"[980504211, 1728321432, 2542795722, 3190877989, 3507217172, 2601700663, 3789280076]",0.003852117999940674,0.0027063929999258107,"[0.0011636100000487204, 0.0011851550000301359, 0.001152326000010362, 0.0011577160000797448, 0.001174203999880774, 0.0011830240000563208, 0.001149954999846159]",0.0011636100000487204,0.0011550210000450534,0.0011786139999685474
sobol,10,32768,fresh,True,jax,gpu,0,"[3297795889, 2116788105, 2964948202, 513648310, 1388544230, 2609770622, 3928526469]",0.0002256039999792847,1.7362779279999359,"[0.0004115950000596058, 0.0004237709999870276, 0.00039179099985631183, 0.00039164399981928, 0.0003817209999397164, 0.00039857299998402596, 0.00039940500005286594]",0.00039857299998402596,0.0003917174998377959,0.0004055000000562359
sobol,10,32768,fresh,True,scipy,cpu,1,"[3297795889, 2116788105, 2964948202, 513648310, 1388544230, 2609770622, 3928526469]",0.003948388000026171,0.004804218999879595,"[0.001695758999858299, 0.0018392469999071182, 0.0016934119998950337, 0.0017103959999076324, 0.0016980469999907655, 0.0017151479999029107, 0.0016813039999306056]",0.0016980469999907655,0.0016945854998766663,0.0017127719999052715
sobol,10,32768,fresh,True,jax,cpu,2,"[3297795889, 2116788105, 2964948202, 513648310, 1388544230, 2609770622, 3928526469]",0.0002297060000273632,0.5983336619999591,"[0.0010676980000425829, 0.0014044470001408627, 0.0012888339999790333, 0.0010829259999809437, 0.0011662129998057935, 0.0012192240001240862, 0.0012330949998613505]",0.0012192240001240862,0.0011245694998933686,0.0012609644999201919
sobol,10,131072,fresh,True,scipy,cpu,0,"[1430314174, 3982430360, 3624453065, 3911581372, 3541994140, 2708376944, 2725833538]",0.007683707000069262,0.008892959000149858,"[0.009383986000102595, 0.007027209000170842, 0.00485377899985906, 0.004703256000084366, 0.004888081999979477, 0.004845718999831661, 0.004823458000146275]",0.00485377899985906,0.004834588499988968,0.005957645500075159
sobol,10,131072,fresh,True,jax,cpu,1,"[1430314174, 3982430360, 3624453065, 3911581372, 3541994140, 2708376944, 2725833538]",0.00023365000015473925,0.6210200049999912,"[0.0046619230001851975, 0.005190831999925649, 0.0034542749999673106, 0.0033967449999181554, 0.00660083200000372, 0.004484899000090081, 0.006170021999878372]",0.0046619230001851975,0.003969587000028696,0.005680426999902011
sobol,10,131072,fresh,True,jax,gpu,2,"[1430314174, 3982430360, 3624453065, 3911581372, 3541994140, 2708376944, 2725833538]",0.0067957050000586605,2.816354517000036,"[0.0007116019999102718, 0.0007023170001048129, 0.0007074430000102438, 0.0007011059999513236, 0.0007394620001832664, 0.0006859620000341238, 0.0006172020000576595]",0.0007023170001048129,0.0006935339999927237,0.0007095224999602578
sobol,30,128,fresh,True,jax,cpu,0,"[3880411190, 1705951321, 2936134136, 2899535922, 1927285315, 465228482, 273649871]",0.004627988999800436,0.5533262520000335,"[0.00019786699999713164, 0.00019096699998044642, 0.0001651320001201384, 0.00015594100000271283, 0.00013385200008997344, 0.00015301100006581692, 0.00016637099997751648]",0.0001651320001201384,0.00015447600003426487,0.00017866899997898145
sobol,30,128,fresh,True,jax,gpu,1,"[3880411190, 1705951321, 2936134136, 2899535922, 1927285315, 465228482, 273649871]",0.004752600000074381,1.359332712999958,"[0.00020377300006657606, 0.00021849499989912147, 0.00019641599988062808, 0.00019744499991247721, 0.0002774380000118981, 0.00020057000006090675, 0.000222122999957719]",0.00020377300006657606,0.00019900749998669198,0.00022030899992842023
sobol,30,128,fresh,True,scipy,cpu,2,"[3880411190, 1705951321, 2936134136, 2899535922, 1927285315, 465228482, 273649871]",0.003023288000122193,0.00333533000002717,"[0.002440010000100301, 0.00236849899988556, 0.002378398000018933, 0.0023708450000867742, 0.0023941970000578294, 0.0023745829998915724, 0.0023773489999712183]",0.0023773489999712183,0.0023727139999891733,0.0023862975000383813
sobol,30,512,fresh,True,jax,gpu,0,"[3139599631, 2725766529, 1656162776, 3208901659, 2950523660, 3422367474, 3143357922]",0.00022932900014893676,2.355629712999871,"[0.00021497799980352283, 0.00020362700001896883, 0.00019704000010278833, 0.0001899889998639992, 0.00019432199997027055, 0.00019721200010280882, 0.00018772199996419658]",0.00019704000010278833,0.00019215549991713488,0.00020041950006088882
sobol,30,512,fresh,True,scipy,cpu,1,"[3139599631, 2725766529, 1656162776, 3208901659, 2950523660, 3422367474, 3143357922]",0.0030832519998966745,0.0035589260000961076,"[0.0022927050001726457, 0.002298523000035857, 0.0023126830001274357, 0.0023168060001808044, 0.0022784359998695436, 0.0023072890001003543, 0.0022941400000036083]",0.002298523000035857,0.002293422500088127,0.002309986000113895
sobol,30,512,fresh,True,jax,cpu,2,"[3139599631, 2725766529, 1656162776, 3208901659, 2950523660, 3422367474, 3143357922]",0.00024991999998746905,0.5395658559998537,"[0.00026169800003117416, 0.00025128800007223617, 0.00024603600013506366, 0.00022363900006894255, 0.00024798200001896475, 0.00022758799991606793, 0.00022396800000024086]",0.00024603600013506366,0.0002257779999581544,0.00024963500004560046
sobol,30,2048,fresh,True,scipy,cpu,0,"[1080686929, 885046809, 2276339812, 3981946229, 4161594184, 1136038574, 462389619]",0.005504036999809614,0.0035802319998765597,"[0.002372319999949468, 0.002385839999988093, 0.0023614649999217363, 0.0023665349999646423, 0.0023595830000431306, 0.0023774969999976747, 0.0023962000000210537]",0.002372319999949468,0.0023639999999431893,0.002381668499992884
sobol,30,2048,fresh,True,jax,cpu,1,"[1080686929, 885046809, 2276339812, 3981946229, 4161594184, 1136038574, 462389619]",0.00023905500006549119,0.5859085390000018,"[0.00035270900002615235, 0.00034501999994063226, 0.00035045300001002033, 0.00032464600008097477, 0.00033203699990735913, 0.0003516720000789064, 0.0003384139999980107]",0.00034501999994063226,0.0003352254999526849,0.0003510625000444634
sobol,30,2048,fresh,True,jax,gpu,2,"[1080686929, 885046809, 2276339812, 3981946229, 4161594184, 1136038574, 462389619]",0.00491246499996123,1.330718331000071,"[0.0002674389997991966, 0.00029373799998211325, 0.00027929299994866597, 0.0002771749998373707, 0.0002716379999583296, 0.00026275400000486115, 0.00026418900006319745]",0.0002716379999583296,0.00026581399993119703,0.00027823399989301834
